video_path,label_name,subject,cam,dataset,split_group,window_start,window_end,target_frame,obs_len,k_frames,target_fps,sample_interval,y,fall_start_frame
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),18,34,34,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),20,36,36,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),22,38,38,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),24,40,40,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),26,42,42,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),28,44,44,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),30,46,46,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),32,48,48,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),34,50,50,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),36,52,52,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),38,54,54,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),40,56,56,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),42,58,58,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),44,60,60,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),46,62,62,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),48,64,64,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),50,66,66,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),52,68,68,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),54,70,70,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),56,72,72,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),58,74,74,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),60,76,76,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),62,78,78,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),64,80,80,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),66,82,82,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),68,84,84,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),70,86,86,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),72,88,88,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),74,90,90,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),76,92,92,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),78,94,94,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),80,96,96,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),82,98,98,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),84,100,100,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),86,102,102,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),88,104,104,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),90,106,106,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),92,108,108,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),94,110,110,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),96,112,112,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),98,114,114,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),100,116,116,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),102,118,118,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),104,120,120,16,10,10,2.5,0,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),106,122,122,16,10,10,2.5,1,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),108,124,124,16,10,10,2.5,1,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),110,126,126,16,10,10,2.5,1,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),112,128,128,16,10,10,2.5,1,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),114,130,130,16,10,10,2.5,1,132
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),0,16,16,16,10,10,2.5,0,30
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),2,18,18,16,10,10,2.5,0,30
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),4,20,20,16,10,10,2.5,1,30
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),6,22,22,16,10,10,2.5,1,30
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),8,24,24,16,10,10,2.5,1,30
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),10,26,26,16,10,10,2.5,1,30
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),12,28,28,16,10,10,2.5,1,30
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),0,16,16,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),2,18,18,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),4,20,20,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),6,22,22,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),8,24,24,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),10,26,26,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),12,28,28,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),14,30,30,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),16,32,32,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),18,34,34,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),20,36,36,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),22,38,38,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),24,40,40,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),26,42,42,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),28,44,44,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),30,46,46,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),32,48,48,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),34,50,50,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),36,52,52,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),38,54,54,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),40,56,56,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),42,58,58,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),44,60,60,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),46,62,62,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),48,64,64,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),50,66,66,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),52,68,68,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),54,70,70,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),56,72,72,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),58,74,74,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),60,76,76,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),62,78,78,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),64,80,80,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),66,82,82,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),68,84,84,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),70,86,86,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),72,88,88,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),74,90,90,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),76,92,92,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),78,94,94,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),80,96,96,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),82,98,98,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),84,100,100,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),86,102,102,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),88,104,104,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),90,106,106,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),92,108,108,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),94,110,110,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),96,112,112,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),98,114,114,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),100,116,116,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),102,118,118,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),104,120,120,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),106,122,122,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),108,124,124,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),110,126,126,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),112,128,128,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),114,130,130,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),116,132,132,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),118,134,134,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),120,136,136,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),122,138,138,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),124,140,140,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),126,142,142,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),128,144,144,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),130,146,146,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),132,148,148,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),134,150,150,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),136,152,152,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),138,154,154,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),140,156,156,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),142,158,158,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),144,160,160,16,10,10,2.5,0,435
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),146,162,162,16,10,10,2.5,0,435
