video_path,label_name,subject,cam,dataset,split_group,window_start,window_end,target_frame,obs_len,k_frames,target_fps,sample_interval,y,fall_start_frame,vjepa_feature_path,vjepa_model_name,vjepa_latent_dim,vjepa_observed_tokens,vjepa_future_tokens
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),48,64,64,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/53756b6344d1e41c.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),50,66,66,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/681c2874a1429a44.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),52,68,68,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/74524b37c8d2af0e.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),54,70,70,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/dbe56e813f990280.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),56,72,72,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/637e143c7005ee9f.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),58,74,74,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/f90bb0990d039652.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),60,76,76,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/ab7608b2ef6be0d5.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),62,78,78,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/9140f01c6414a682.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),64,80,80,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/e387955ec350f8a4.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),66,82,82,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/4a4933e7a28d7421.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),68,84,84,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/ade98745fb41a6d7.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),70,86,86,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/0ee58054f0e4b4b0.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),72,88,88,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/c47aa54b0130d9b7.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),74,90,90,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/36eeea033b6eac62.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),76,92,92,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/cd181458a5130474.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),78,94,94,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/019475e658db8ffa.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),80,96,96,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/300945f23785c771.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),82,98,98,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/1bcbab7e05a89821.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),84,100,100,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/f88a57621c0540f7.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),86,102,102,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/5b26f98f1555c3ac.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),88,104,104,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/05718d0708f1e733.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),90,106,106,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/8cf58974d99192c8.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),92,108,108,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/564ba4287c10c1de.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),94,110,110,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/606527277b22ccba.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),96,112,112,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/612362f8f2764c97.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),98,114,114,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/4ba76fcd96d3f5cb.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),100,116,116,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/bce09e9954cf2308.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),102,118,118,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/6ce5a963651229d0.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),104,120,120,16,10,10,2.5,0,132,/data/final_project_dataset/vjepa_latents/window_latents/8a41acc429205514.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),106,122,122,16,10,10,2.5,1,132,/data/final_project_dataset/vjepa_latents/window_latents/7a8a18299e556efb.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),108,124,124,16,10,10,2.5,1,132,/data/final_project_dataset/vjepa_latents/window_latents/42c54cfaafbb9c00.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),110,126,126,16,10,10,2.5,1,132,/data/final_project_dataset/vjepa_latents/window_latents/5ecad258a488f3c4.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),112,128,128,16,10,10,2.5,1,132,/data/final_project_dataset/vjepa_latents/window_latents/3eb8720c678d2cd7.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,fall,le2i:Coffee_room_01:video (34),1,le2i,le2i:Coffee_room_01:video (34),114,130,130,16,10,10,2.5,1,132,/data/final_project_dataset/vjepa_latents/window_latents/bd7aef2822b12b99.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),0,16,16,16,10,10,2.5,0,30,/data/final_project_dataset/vjepa_latents/window_latents/474062a049d494c8.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),2,18,18,16,10,10,2.5,0,30,/data/final_project_dataset/vjepa_latents/window_latents/459f945623a91d31.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),4,20,20,16,10,10,2.5,1,30,/data/final_project_dataset/vjepa_latents/window_latents/344366733da89aab.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),6,22,22,16,10,10,2.5,1,30,/data/final_project_dataset/vjepa_latents/window_latents/f5b779aaea9e8977.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),8,24,24,16,10,10,2.5,1,30,/data/final_project_dataset/vjepa_latents/window_latents/0c618e180d7aafa7.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),10,26,26,16,10,10,2.5,1,30,/data/final_project_dataset/vjepa_latents/window_latents/bb5d5cd91feaf6b5.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,fall,le2i:Coffee_room_01:video (35),1,le2i,le2i:Coffee_room_01:video (35),12,28,28,16,10,10,2.5,1,30,/data/final_project_dataset/vjepa_latents/window_latents/892add1a61736b95.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),0,16,16,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/b8551c0f74409049.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),2,18,18,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/f00786658749989d.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),4,20,20,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/c0805838a10f8cf5.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),6,22,22,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/7f0aa948b60f77be.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),8,24,24,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/9e81af5ac1fd05b9.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),10,26,26,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/3a6afc9948da283f.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),12,28,28,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/827c56966fe9b119.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),14,30,30,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/56fe8c0f61262e42.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),16,32,32,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/70832ed9e59b6896.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),18,34,34,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/d67f9e4ee335d977.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),20,36,36,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/85c7cd87c7a7ebf9.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),22,38,38,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/07e62ce05b6d8bb2.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),24,40,40,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/2ea94da124837bf6.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),26,42,42,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/7d279d93c6d73017.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),28,44,44,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/d9bfe8994c7d386e.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),30,46,46,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/4a93ccb7f60a8c13.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),32,48,48,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/f2867ffa2fbbdc0e.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),34,50,50,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/8a9cfae204e7babe.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),36,52,52,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/082ae12eb98d77e6.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),38,54,54,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/dd2db12c52828df2.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),40,56,56,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/410c2c243f0e9b8e.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),42,58,58,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/20c4e9580769612b.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),44,60,60,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/9e51f0a2628238e7.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),46,62,62,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/5484cabb1a2358a8.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),48,64,64,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/48d3a973b091f6b3.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),50,66,66,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/9c94e2c1626e837a.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),52,68,68,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/8402e8312538c450.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),54,70,70,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/efcb6083ef31f58e.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),56,72,72,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/b3cacab79b702c71.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),58,74,74,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/a95a0cfe480bd72d.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),60,76,76,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/d64daaa6cdedb986.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),62,78,78,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/6b464d01a9011c6a.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),64,80,80,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/8d9ce34a3aa4b0d4.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),66,82,82,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/d06a2bbeb5711aef.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),68,84,84,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/4f8c22f8abe0feb5.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
/data/final_project_dataset/le2i/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,fall,le2i:Coffee_room_01:video (36),1,le2i,le2i:Coffee_room_01:video (36),70,86,86,16,10,10,2.5,0,435,/data/final_project_dataset/vjepa_latents/window_latents/bd9449cc69e64e39.npz,facebook/vjepa2-vitl-fpc64-256,1024.0,8.0,5.0
