path,label,start,end,subject,cam,dataset
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy23,0,2.303,3.82,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy23,8,3.82,8.389,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy23,9,8.389,9.927,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy23,0,9.927,11.481,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy23,9,11.481,12.56596,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy27,9,0.0,6.473,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy27,1,6.473,8.927,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy27,9,8.927,11.15501,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy3,4,0.0,1.164,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy3,9,1.164,2.024,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy3,1,2.024,3.215,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy3,2,3.215,5.71199,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy32,9,0.0,0.916,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy32,4,0.916,3.696,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy32,1,3.696,5.392,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy32,2,5.392,8.10299,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy37,5,0.0,0.779,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy37,7,0.779,1.551,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy37,15,1.551,2.208,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy37,1,2.208,4.205,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy37,11,4.205,5.684,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy37,14,5.684,9.04238,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy38,0,0.0,1.132,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy38,9,1.132,1.947,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy38,8,1.947,2.508,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy38,0,2.508,6.78,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy48,9,0.0,2.413,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy48,15,2.413,2.982,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy48,1,2.982,5.49,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy48,5,5.49,7.11,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy48,2,7.11,10.45,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,8,0.0,1.977,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,1,1.977,2.909,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,2,2.909,4.529,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,7,4.529,5.943,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,1,5.943,6.626,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,7,6.626,8.277,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,14,8.277,9.296,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,1,9.296,11.169,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,7,11.169,12.481,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,1,12.481,13.769,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,7,13.769,14.344,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,1,14.344,15.127,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,7,15.127,16.224,-1,-1,OOPS
falls/FailsoftheMonth-FailureInFullForceJanuary2017_FailArmy9,1,16.224,17.28395,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril201711,9,0.0,4.75,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril201711,1,4.75,5.873,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril201711,9,5.873,8.63782,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril201737,9,0.0,3.047,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril201737,9,3.047,3.567,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril201737,1,3.567,4.858,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril201737,2,4.858,5.288,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril201737,7,5.288,6.96,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril201737,11,6.96,8.07474,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril201744,9,0.0,1.159,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril201744,1,1.159,3.191,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril201744,4,3.191,4.8048,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril20178,9,0.0,0.577,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril20178,0,0.577,1.15,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril20178,9,1.15,2.494,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril20178,1,2.494,4.182,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril20178,11,4.182,4.93,-1,-1,OOPS
falls/FailsoftheMonth-GetReadyToLaughApril20178,7,4.93,5.591,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy18,9,0.0,6.393,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy18,1,6.393,7.831,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy18,2,7.831,11.04438,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy29,9,0.0,4.428,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy29,1,4.428,6.206,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy29,2,6.206,9.47614,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,9,0.0,0.411,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,8,0.411,1.047,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,0,1.047,2.087,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,9,2.087,2.746,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,1,2.746,4.132,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,4,4.132,8.409,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,9,8.409,9.512,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,0,9.512,10.36,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,1,10.36,11.719,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,2,11.719,13.875,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,7,13.875,17.704,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,8,17.704,18.364,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,9,18.364,21.315,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,1,21.315,22.239,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy3,2,22.239,26.099,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,6,0.0,0.3,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,15,0.3,1.08,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,1,1.08,1.77,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,7,1.77,2.563,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,11,2.563,2.783,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,6,2.783,3.043,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,15,3.043,3.768,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,1,3.768,5.885,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,2,5.885,6.317,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,6,6.317,7.062,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,15,7.062,7.69,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,1,7.69,8.754,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,6,8.754,9.877,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,15,9.877,10.527,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,1,10.527,11.551,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy30,2,11.551,13.839,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy37,6,0.0,12.386,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy37,1,12.386,13.514,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy37,2,13.514,21.893,-1,-1,OOPS
falls/FailsoftheMonth-StuckTheLanding_FailArmy37,7,21.893,27.99466,-1,-1,OOPS
falls/FailsoftheMonthAugust2016_FailArmy36,5,0.0,2.831,-1,-1,OOPS
falls/FailsoftheMonthAugust2016_FailArmy36,9,2.831,4.198,-1,-1,OOPS
falls/FailsoftheMonthAugust2016_FailArmy36,6,4.198,9.66,-1,-1,OOPS
falls/FailsoftheMonthAugust2016_FailArmy36,9,9.66,19.453,-1,-1,OOPS
falls/FailsoftheMonthAugust2016_FailArmy36,1,19.453,20.672,-1,-1,OOPS
falls/FailsoftheMonthAugust2016_FailArmy36,2,20.672,22.304,-1,-1,OOPS
falls/FailsoftheMonthAugust2016_FailArmy36,9,22.304,24.954,-1,-1,OOPS
falls/FailsoftheMonthAugust2016_FailArmy36,1,24.954,26.559,-1,-1,OOPS
falls/FailsoftheMonthAugust2016_FailArmy36,2,26.559,28.23501,-1,-1,OOPS
falls/FailsoftheMonthAugust2016_FailArmy52,4,0.0,6.11,-1,-1,OOPS
falls/FailsoftheMonthAugust2016_FailArmy52,1,6.11,7.00701,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy11,8,0.0,0.52,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy11,9,0.52,6.723,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy11,1,6.723,9.139,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy11,7,9.139,10.221,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy11,0,10.221,11.958,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy11,8,11.958,13.93197,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy42,9,0.0,3.395,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy42,1,3.395,4.307,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy42,2,4.307,5.934,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy42,7,5.934,7.04,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy43,9,0.0,1.666,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy43,15,1.666,2.172,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy43,1,2.172,3.813,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy43,7,3.813,4.755,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy43,4,4.755,5.46,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy45,9,0.0,5.074,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy45,1,5.074,6.49,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy45,7,6.49,9.131,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy45,0,9.131,9.47614,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy5,1,0.0,0.745,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy5,9,0.745,3.647,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy5,1,3.647,6.124,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy5,7,6.124,7.092,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy5,0,7.092,10.053,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy5,1,10.053,10.91091,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy56,8,0.0,2.61,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy56,9,2.61,6.325,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy56,1,6.325,8.208,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy56,2,8.208,10.77744,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy6,8,0.0,0.873,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy6,12,0.873,1.165,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy6,15,1.165,1.656,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy6,9,1.656,3.857,-1,-1,OOPS
falls/FailsoftheMonthDecember2016_FailArmy6,1,3.857,5.07174,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy12,0,0.0,1.813,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy12,15,1.813,2.459,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy12,1,2.459,3.577,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy12,2,3.577,4.272,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy16,9,0.0,2.96,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy16,0,2.96,3.842,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy16,1,3.842,4.783,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy16,2,4.783,6.68801,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy24,9,0.0,2.046,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy24,1,2.046,3.487,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy24,2,3.487,5.10511,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy29,9,0.0,1.367,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy29,15,1.367,2.782,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy29,1,2.782,7.555,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy29,2,7.555,10.81501,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy3,9,0.0,3.791,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy3,1,3.791,5.74801,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy30,9,0.0,9.682,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy37,9,0.0,2.262,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy37,15,2.262,3.16,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy37,1,3.16,5.67,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy37,4,5.67,7.19,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy37,9,7.19,10.559,-1,-1,OOPS
falls/FailsoftheMonthFebruary2017_FailArmy37,1,10.559,10.711,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy13,9,0.0,0.394,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy13,0,0.394,0.889,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy13,9,0.889,2.009,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy13,8,2.009,3.473,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy13,1,3.473,4.533,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy13,11,4.533,4.885,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy13,9,4.885,18.88555,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy21,9,0.0,2.501,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy21,1,2.501,4.849,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy21,2,4.849,6.17601,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,9,0.0,0.508,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,5,0.508,1.466,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,7,1.466,2.28,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,0,2.28,3.373,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,9,3.373,4.451,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,0,4.451,5.343,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,9,5.343,6.298,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,5,6.298,7.172,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,7,7.172,8.525,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,9,8.525,11.906,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,15,11.906,12.306,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,1,12.306,13.054,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,7,13.054,14.922,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy31,8,14.922,16.90399,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy42,9,0.0,2.249,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy42,15,2.249,2.65,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy42,1,2.65,4.896,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy42,2,4.896,6.085,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy42,9,6.085,9.694,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy42,1,9.694,11.597,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy42,2,11.597,15.85701,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy5,0,0.0,3.076,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy5,1,3.076,6.024,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy5,2,6.024,9.961,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy8,0,0.0,1.431,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy8,1,1.431,3.412,-1,-1,OOPS
falls/FailsoftheMonthJuly2016_FailArmy8,7,3.412,4.90491,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy32,0,0.0,1.276,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy32,15,1.276,1.636,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy32,1,1.636,3.16931,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy4,9,0.0,3.309,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy4,1,3.309,4.217,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy4,2,4.217,6.214,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy4,8,6.214,8.875,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy4,1,8.875,10.513,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy4,2,10.513,11.991,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy42,9,0.0,0.867,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy42,1,0.867,4.823,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy42,2,4.823,6.009,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy56,9,0.0,2.143,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy56,0,2.143,3.475,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy56,15,3.475,4.241,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy56,0,4.241,4.722,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy56,9,4.722,5.648,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy56,1,5.648,8.283,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy56,2,8.283,11.473,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy56,0,11.473,13.29,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy56,9,13.29,15.759,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy56,0,15.759,17.531,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy69,0,0.0,3.031,-1,-1,OOPS
falls/FailsoftheMonthOctober2016_FailArmy69,1,3.031,4.249,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy11,9,0.0,1.738,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy11,15,1.738,2.845,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy11,1,2.845,4.582,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy11,9,4.582,6.661,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy11,1,6.661,7.984,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy11,2,7.984,9.92701,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy24,0,0.0,1.83,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy24,9,1.83,6.192,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy24,1,6.192,8.674,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy24,2,8.674,11.1688,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy3,9,0.0,1.587,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy3,1,1.587,2.707,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy3,2,2.707,3.449,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy30,0,0.0,1.397,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy30,1,1.397,2.812,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy30,4,2.812,4.88596,-1,-1,OOPS
falls/FailsoftheMonthSeptember2016_FailArmy7,9,0.0,3.397,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy22,9,0.0,5.421,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy22,1,5.421,6.949,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy22,4,6.949,9.449,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy22,8,9.449,13.871,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy22,1,13.871,16.542,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy22,9,16.542,19.71299,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy28,9,0.0,2.248,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy28,15,2.248,3.266,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy28,1,3.266,7.326,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy28,2,7.326,8.961,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy9,9,0.0,3.295,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy9,0,3.295,4.712,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy9,1,4.712,5.517,-1,-1,OOPS
falls/FailsoftheWeek-BetterLuckNextTimeJanuary2017_FailArmy9,4,5.517,17.88455,-1,-1,OOPS
falls/FailsoftheWeek-BigAir_BiggerFailsMarch2017_FailArmy33,0,0.0,3.215,-1,-1,OOPS
falls/FailsoftheWeek-BigAir_BiggerFailsMarch2017_FailArmy33,1,3.215,4.4,-1,-1,OOPS
falls/FailsoftheWeek-BigAir_BiggerFailsMarch2017_FailArmy33,2,4.4,5.27093,-1,-1,OOPS
falls/FailsoftheWeek-BigAir_BiggerFailsMarch2017_FailArmy39,9,0.0,2.768,-1,-1,OOPS
falls/FailsoftheWeek-BigAir_BiggerFailsMarch2017_FailArmy39,1,2.768,3.827,-1,-1,OOPS
falls/FailsoftheWeek-BigAir_BiggerFailsMarch2017_FailArmy39,2,3.827,6.73379,-1,-1,OOPS
falls/FailsoftheWeek-BridesmaidRuinsWeddingJune201712,9,0.0,2.148,-1,-1,OOPS
falls/FailsoftheWeek-BridesmaidRuinsWeddingJune201712,1,2.148,4.293,-1,-1,OOPS
falls/FailsoftheWeek-BridesmaidRuinsWeddingJune201712,4,4.293,6.307,-1,-1,OOPS
falls/FailsoftheWeek-BridesmaidRuinsWeddingJune201712,7,6.307,8.636,-1,-1,OOPS
falls/FailsoftheWeek-BridesmaidRuinsWeddingJune201712,0,8.636,9.588,-1,-1,OOPS
falls/FailsoftheWeek-BridesmaidRuinsWeddingJune201747,0,0.0,1.018,-1,-1,OOPS
falls/FailsoftheWeek-BridesmaidRuinsWeddingJune201747,9,1.018,2.675,-1,-1,OOPS
falls/FailsoftheWeek-BridesmaidRuinsWeddingJune201747,0,2.675,5.244,-1,-1,OOPS
falls/FailsoftheWeek-BridesmaidRuinsWeddingJune201747,8,5.244,6.116,-1,-1,OOPS
